year,iso3_code,fao_area_code,GFWCategory,total_catch_gfw_cat,total_f_hours,total_hours,total_days,n_vessel,effort_type,effort,slope,slope_log,effort_moment
2017,AUS,57,pole_and_line,9015.657558125122,6948.669444444446,14552.60638888889,595,7,total_f_hours_tonnage,898881.8297616296,99.70230390478132,1.9987051940345517,129.3602806909023
2017,AUS,57,pole_and_line,9015.657558125122,6948.669444444446,14552.60638888889,595,7,total_f_hours_kw,2326819.817525891,258.08653473410897,2.41176534649186,334.8583259182396
2017,AUS,57,pots_and_traps,30735.89964780987,156.2769444444444,869.2083333333334,44,1,total_f_hours_length,3073.3760210805326,0.09999303928946587,-1.0000302310339106,19.66621520536
2017,AUS,57,pots_and_traps,30735.89964780987,156.2769444444444,869.2083333333334,44,1,total_f_hours_tonnage,10821.49734192474,0.3520800583657502,-0.4533585724503342,69.24564196206
2017,AUS,57,pots_and_traps,30735.89964780987,156.2769444444444,869.2083333333334,44,1,total_f_hours_kw,16522.668261038336,0.5375690463062688,-0.26956574628868973,105.72684486362
2017,AUS,58,set_longlines,3418.7642673905607,894.5858333333335,1612.616666666667,56,2,total_f_hours_length,60566.774416666674,17.71598439657715,1.2483652891063186,67.70370394866153
2017,AUS,58,set_longlines,3418.7642673905607,894.5858333333335,1612.616666666667,56,2,total_f_hours_tonnage,1694483.931666667,495.6422260023255,2.695168298790809,1894.1546674764766
2017,AUS,58,set_longlines,3418.7642673905607,894.5858333333335,1612.616666666667,56,2,total_f_hours_kw,3327486.071111112,973.3008218349262,2.9882470900847413,3719.5827914158913
2017,AUS,58,trawlers,2657.741812426218,NA,NA,NA,NA,total_f_hours_length,NA,NA,NA,NA
2017,AUS,58,trawlers,2657.741812426218,NA,NA,NA,NA,total_f_hours_tonnage,NA,NA,NA,NA
2017,AUS,58,trawlers,2657.741812426218,NA,NA,NA,NA,total_f_hours_kw,NA,NA,NA,NA
2017,AUS,71,drifting_longlines,3036.7317976184386,17976.029444444448,52155.85916666668,1155,14,total_f_hours_length,387936.6160407288,127.74806663695776,2.1063543361628803,21.580773286985348
2017,AUS,71,drifting_longlines,3036.7317976184386,17976.029444444448,52155.85916666668,1155,14,total_f_hours_tonnage,2157007.6874865163,710.3056283001854,2.8514452559363503,119.99355553754651
2017,AUS,71,drifting_longlines,3036.7317976184386,17976.029444444448,52155.85916666668,1155,14,total_f_hours_kw,5971731.084096275,1966.4993427406446,3.293693805592367,332.20523489640027
2017,AUS,71,pole_and_line,5869.945450036657,430.95916666666665,1941.833888888889,56,5,total_f_hours_length,9935.52820353746,1.6926099719504912,0.2285568951767949,23.054453813769967
2017,AUS,71,pole_and_line,5869.945450036657,430.95916666666665,1941.833888888889,56,5,total_f_hours_tonnage,67932.20070892171,11.57288449903695,1.063441618751546,157.63024890352344
